"","Colony","Nest","Day","ScaledX","ScaledY","Bin","AntID","Density"
"1",1,"Tube",4,1.922256804,2.394794082,3,"G,Db,Y,Y","High"
"2",1,"Tube",4,3.061700049,1.590582528,2,"G,G,G,P","High"
"3",1,"Tube",4,2.15049852,3.302422146,4,"G,G,Lb,O","High"
"4",1,"Tube",4,6.317758089,2.382308352,7,"G,Lb,W,Y","High"
"5",1,"Tube",4,4.265337281,3.175820907,5,"G,O,X,X","High"
"6",1,"Tube",4,1.947217565,1.515689545,3,"G,O,Y,G","High"
"7",1,"Tube",4,1.756422341,2.621254415,3,"G,P,G,G","High"
"8",1,"Tube",4,4.548860717,3.218616898,5,"G,W,Lb,Lb","High"
"9",1,"Tube",4,1.777820336,2.902996468,4,"G,W,W,P","High"
"10",1,"Tube",4,2.113052028,1.422966682,2,"G,Y,Lb,Db","High"
"11",1,"Tube",4,4.689729069,3.272111886,6,"G,Y,O,G","High"
"12",1,"Tube",4,5.900497182,1.825960476,8,"W,B,Db,Lb","High"
"13",1,"Tube",4,3.168690025,3.04386482,5,"W,B,P,Y","High"
"14",1,"Tube",4,4.354492028,3.270325153,5,"W,B,W,B","High"
"15",1,"Tube",4,5.501071505,1.800999714,8,"W,Db,Db,W","High"
"16",1,"Tube",4,1.756422341,1.690441623,3,"W,Db,X,X","High"
"17",1,"Tube",4,3.202568401,1.652995131,2,"W,G,B,Lb","High"
"18",1,"Tube",4,5.797075322,1.752854225,8,"W,Lb,Db,B","High"
"19",1,"Tube",4,6.023535655,1.656563247,7,"W,Lb,Y,G","High"
"20",1,"Tube",4,5.183664342,3.305990262,6,"W,O,O,W","High"
"21",1,"Tube",4,3.333631122,1.575427398,2,"W,P,Db,G","High"
"22",1,"Tube",4,4.725394178,3.072393697,6,"W,P,O,Y","High"
"23",1,"Tube",4,3.360378616,1.717189117,2,"W,P,P,W","High"
"24",1,"Tube",4,1.845577088,2.280667874,3,"W,P,W,P","High"
"25",1,"Tube",4,5.347717422,3.147286681,6,"W,W,Db,Db","High"
"26",1,"Tube",4,3.445077231,3.108058806,5,"W,W,W,W","High"
"27",1,"Tube",4,1.936518568,2.633734795,3,"W,X,W,X","High"
"28",1,"Tube",4,5.711483341,1.62802902,8,"W,X,X,Lb","High"
"29",1,"Tube",4,3.125894035,3.245364392,5,"W,X,X,X","High"
"30",1,"Tube",4,6.644077516,3.141937182,6,"W,X,X,X","High"
"31",1,"Tube",4,6.504990547,2.80670549,7,"W,Y,O,Db","High"
"32",1,"Tube",4,6.422966682,1.546005155,7,"W,Y,X,X","High"
"33",1,"Tube",4,4.079886205,3.316689259,5,"W,Y,Y,W","High"
"34",1,"Tube",4,3.106277423,1.431884297,2,"X,Db,X,B","High"
"35",1,"Tube",4,6.176889737,3.328725632,6,"X,Db,X,X","High"
"36",1,"Tube",4,1.82239771,1.920470071,3,"X,Lb,X,X","High"
"37",1,"Tube",4,1.840227589,3.293509881,4,"X,Lb,X,X","High"
"38",1,"Tube",4,2.177246014,1.556704152,2,"X,Lb,X,X","High"
"39",1,"Tube",4,6.578102148,2.590938805,7,"X,Lb,X,X","High"
"40",1,"Tube",4,6.041370884,3.295291264,6,"X,O,X,Lb","High"
"41",1,"Tube",4,2.671186637,3.102709307,4,"X,O,X,X","High"
"42",1,"Tube",4,1.883007531,1.424748065,3,"X,P,X,X","High"
"43",1,"Tube",4,3.962197232,3.108058806,5,"X,W,X,X","High"
"44",1,"Tube",4,5.675818233,3.229315895,6,"X,W,X,X","High"
"45",1,"Tube",4,1.891941194,1.412267685,3,"X,X,B,X","High"
"46",1,"Tube",4,6.346736324,3.33674988,6,"X,X,B,X","High"
"47",1,"Tube",4,6.617330022,2.268187494,7,"X,X,G,W","High"
"48",1,"Tube",4,6.307059092,2.512483055,7,"X,X,Lb,B","High"
"49",1,"Tube",4,1.90798969,1.692223006,3,"X,X,Lb,G","High"
"50",1,"Tube",4,6.465762673,2.813836372,7,"X,X,Lb,P","High"
"51",1,"Tube",4,6.130525631,3.22574778,6,"X,X,P,Lb","High"
"52",1,"Tube",4,1.70114062,1.551354654,3,"X,X,W,B","High"
"53",1,"Tube",4,2.483954178,3.033165823,4,"X,X,W,G","High"
"54",1,"Tube",4,3.257844773,3.218616898,5,"X,X,X,W","High"
"55",1,"Tube",4,1.702927353,3.163335177,4,"X,X,X,X","High"
"56",1,"Tube",4,1.959703295,1.868756466,3,"X,X,X,X","High"
"57",1,"Tube",4,2.095222149,1.652995131,3,"X,X,X,X","High"
"58",1,"Tube",4,2.280673224,1.572752649,2,"X,X,X,X","High"
"59",1,"Tube",4,2.289585489,1.751067492,2,"X,X,X,X","High"
"60",1,"Tube",4,2.300284486,3.206131168,4,"X,X,X,X","High"
"61",1,"Tube",4,2.803137374,3.277461385,4,"X,X,X,X","High"
"62",1,"Tube",4,2.831671601,1.453282292,2,"X,X,X,X","High"
"63",1,"Tube",4,3.272111886,1.500534415,2,"X,X,X,X","High"
"64",1,"Tube",4,3.814192648,3.070612314,5,"X,X,X,X","High"
"65",1,"Tube",4,3.953279617,3.075961813,5,"X,X,X,X","High"
"66",1,"Tube",4,4.49001623,3.323820141,5,"X,X,X,X","High"
"67",1,"Tube",4,5.397644295,1.745717994,8,"X,X,X,X","High"
"68",1,"Tube",4,5.68651723,1.736805729,8,"X,X,X,X","High"
"69",1,"Tube",4,5.847002194,1.85270797,8,"X,X,X,X","High"
"70",1,"Tube",4,5.939730407,3.345218137,6,"X,X,X,X","High"
"71",1,"Tube",4,5.939730407,1.528175275,8,"X,X,X,X","High"
"72",1,"Tube",4,6.123394749,1.551354654,7,"X,X,X,X","High"
"73",1,"Tube",4,6.201855848,3.199000286,6,"X,X,X,X","High"
"74",1,"Tube",4,6.303496325,2.83701575,7,"X,X,X,X","High"
"75",1,"Tube",4,6.337374701,2.758560001,7,"X,X,X,X","High"
"76",1,"Tube",4,6.371253077,2.307415368,7,"X,X,X,X","High"
"77",1,"Tube",4,6.380170692,2.77638988,7,"X,X,X,X","High"
"78",1,"Tube",4,6.492510167,3.241796276,6,"X,X,X,X","High"
"79",1,"Tube",4,6.504990547,2.815617755,7,"X,X,X,X","High"
"80",1,"Tube",4,6.620898138,2.585589306,7,"X,X,X,X","High"
"81",1,"Tube",4,6.62802902,2.451851836,7,"X,X,X,X","High"
"82",1,"Tube",4,6.629815753,2.895860237,6,"X,X,X,X","High"
"83",1,"Tube",4,3.275680002,1.465762673,2,"X,X,Y,B","High"
"84",1,"Tube",4,6.471112172,2.532094318,7,"X,Y,Db,X","High"
"85",1,"Tube",4,3.193650787,3.281024151,5,"X,Y,X,X","High"
"86",1,"Tube",4,6.109127636,3.348786252,6,"X,Y,X,X","High"
"87",1,"Tube",4,6.59771876,2.906559234,6,"X,Y,X,X","High"
"88",1,"Tube",4,5.650857471,1.8651937,8,"X,Y,X,Y","High"
"89",1,"Tube",4,6.547786538,3.009986444,6,"Y,B,Db,G","High"
"90",1,"Tube",4,3.817760764,3.245364392,5,"Y,B,O,Y","High"
"91",1,"Tube",4,3.186519905,1.794756849,2,"Y,Db,G,Y","High"
"92",1,"Tube",4,5.451139283,3.222179664,6,"Y,Db,P,O","High"
"93",1,"Tube",4,6.392651073,3.2079179,6,"X,X,X,X","High"
"94",1,"Tube",4,6.159059858,3.081311312,6,"Y,G,Lb,P","High"
"95",1,"Tube",4,5.691866729,3.302422146,6,"Y,G,W,Y","High"
"96",1,"Tube",4,1.808130596,3.124107302,4,"Y,G,X,X","High"
"97",1,"Tube",4,3.660843916,3.16512191,5,"Y,G,X,X","High"
"98",1,"Tube",4,2.753210502,3.170471409,4,"Y,Lb,G,W","High"
"99",1,"Tube",4,1.893722577,2.765690882,3,"Y,O,G,G","High"
"100",1,"Tube",4,6.508558663,2.264619378,7,"Y,O,Lb,Y","High"
"101",1,"Tube",4,3.311339761,3.04386482,5,"Y,O,P,P","High"
"102",1,"Tube",4,2.020329165,3.124107302,4,"Y,O,W,Db","High"
"103",1,"Tube",4,4.49001623,3.090228926,5,"Y,P,P,B","High"
"104",1,"Tube",4,6.398000571,2.619473032,7,"Y,P,W,O","High"
"105",1,"Tube",4,6.414049068,2.981452218,6,"Y,W,O,G","High"
"106",1,"Tube",4,3.495009453,3.314907876,5,"Y,W,P,Y","High"
"107",1,"Tube",4,2.610555417,3.295291264,4,"Y,W,X,X","High"
"108",1,"Tube",4,1.663694128,2.785307495,3,"Y,X,Lb,X","High"
"109",1,"Tube",4,1.699359237,1.934737184,3,"Y,X,X,B","High"
"110",1,"Tube",4,5.884448686,3.099141191,6,"Y,X,X,Lb","High"
"111",1,"Tube",4,1.697577854,2.931525345,4,"Y,X,X,X","High"
"112",1,"Tube",4,2.403711696,1.53708754,2,"Y,X,X,X","High"
"113",1,"Tube",4,2.98323895,1.471112172,2,"Y,X,X,X","High"
"114",1,"Tube",4,4.103065584,3.154422912,5,"Y,Y,Lb,O","High"
"115",1,"Tube",4,6.522825776,3.232878662,6,"Y,Y,P,G","High"
"116",1,"Tube",5,4.016547872,3.267140071,5,"G,G,G,P","High"
"117",1,"Tube",5,5.864657801,3.139480496,6,"G,Lb,W,Y","High"
"118",1,"Tube",5,4.609929078,3.146572695,5,"G,O,X,X","High"
"119",1,"Tube",5,1.875886525,3.044326241,4,"G,P,G,G","High"
"120",1,"Tube",5,4.359338652,3.154845745,5,"G,W,Lb,Lb","High"
"121",1,"Tube",5,2.322695035,3.279551418,4,"G,W,W,P","High"
"122",1,"Tube",5,2.839835106,3.032505319,4,"G,X,Y,X","High"
"123",1,"Tube",5,3.661347518,3.249409574,5,"G,Y,Y,P","High"
"124",1,"Tube",5,1.718675532,2.416076241,3,"Lb,W,P,B","High"
"125",1,"Tube",5,1.806147163,2.720448582,3,"W,B,W,B","High"
"126",1,"Tube",5,3.24822695,1.432624113,2,"W,Db,X,X","High"
"127",1,"Tube",5,1.735815603,1.570921986,3,"W,G,B,Lb","High"
"128",1,"Tube",5,1.931441489,2.550828014,3,"W,G,G,W","High"
"129",1,"Tube",5,1.964539007,2.790189716,3,"W,G,Lb,B","High"
"130",1,"Tube",5,1.773049645,2.160757092,3,"W,G,O,O","High"
"131",1,"Tube",5,6.205673759,1.582742908,7,"W,Lb,Db,B","High"
"132",1,"Tube",5,6.362884752,2.118794326,7,"W,Lb,Y,G","High"
"133",1,"Tube",5,5.660164894,3.254136525,6,"W,O,B,P","High"
"134",1,"Tube",5,2.764184397,1.712765957,2,"W,O,O,W","High"
"135",1,"Tube",5,2.64893617,1.50177305,2,"W,P,Db,G","High"
"136",1,"Tube",5,6.417257092,2.696218085,7,"W,P,G,Db","High"
"137",1,"Tube",5,3.774822695,3.095744681,5,"W,P,O,Y","High"
"138",1,"Tube",5,2.187943262,1.427304965,2,"W,P,X,X","High"
"139",1,"Tube",5,5.638297872,1.812056738,8,"W,W,Db,Db","High"
"140",1,"Tube",5,3.106382979,1.764184397,2,"W,X,W,X","High"
"141",1,"Tube",5,6.374703901,2.848700355,7,"W,X,X,X","High"
"142",1,"Tube",5,2.890070922,1.5,2,"W,Y,Db,O","High"
"143",1,"Tube",5,2.485815603,1.671985816,2,"W,Y,O,Db","High"
"144",1,"Tube",5,3.213356383,3.242317376,5,"W,Y,X,X","High"
"145",1,"Tube",5,5.673758865,1.705673759,8,"W,Y,Y,W","High"
"146",1,"Tube",5,4.77423227,3.25177305,6,"X,Lb,X,X","High"
"147",1,"Tube",5,1.809693262,2.401891844,3,"X,O,Lb,X","High"
"148",1,"Tube",5,3.25,1.528368794,2,"X,P,X,X","High"
"149",1,"Tube",5,5.661347518,1.505319149,8,"X,P,Y,X","High"
"150",1,"Tube",5,6.664303191,2.657210993,7,"X,W,X,X","High"
"151",1,"Tube",5,1.926714539,3.305554965,4,"X,X,B,Db","High"
"152",1,"Tube",5,6.395980496,2.973994681,6,"X,X,B,O","High"
"153",1,"Tube",5,1.966312057,1.606382979,3,"X,X,Lb,G","High"
"154",1,"Tube",5,6.426714539,2.535460993,7,"X,X,Lb,X","High"
"155",1,"Tube",5,6.583923759,2.719858156,7,"X,X,W,G","High"
"156",1,"Tube",5,5.430851064,1.487588652,8,"X,X,W,W","High"
"157",1,"Tube",5,5.539007092,1.879432624,8,"X,X,W,X","High"
"158",1,"Tube",5,6.470448582,2.72931383,7,"X,X,X,P","High"
"159",1,"Tube",5,5.144207447,3.242317376,6,"X,X,X,W","High"
"160",1,"Tube",5,1.760047872,2.968675532,4,"X,X,X,X","High"
"161",1,"Tube",5,1.956264184,3.12352305,4,"X,X,X,X","High"
"162",1,"Tube",5,1.985815603,1.413120567,3,"X,X,X,X","High"
"163",1,"Tube",5,1.987588652,1.792553191,3,"X,X,X,X","High"
"164",1,"Tube",5,2.092198582,3.265367021,4,"X,X,X,X","High"
"165",1,"Tube",5,2.17612234,3.017140071,4,"X,X,X,X","High"
"166",1,"Tube",5,2.205673759,1.758865248,2,"X,X,X,X","High"
"167",1,"Tube",5,2.238771277,3.054964539,4,"X,X,X,X","High"
"168",1,"Tube",5,2.242907801,1.556737589,2,"X,X,X,X","High"
"169",1,"Tube",5,2.430851064,1.643617021,2,"X,X,X,X","High"
"170",1,"Tube",5,2.527778369,3.057328014,4,"X,X,X,X","High"
"171",1,"Tube",5,2.666076241,3.05141844,4,"X,X,X,X","High"
"172",1,"Tube",5,2.735815603,1.576241135,2,"X,X,X,X","High"
"173",1,"Tube",5,2.929078014,1.65248227,2,"X,X,X,X","High"
"174",1,"Tube",5,3.092198582,1.453900709,2,"X,X,X,X","High"
"175",1,"Tube",5,3.207446809,1.620567376,2,"X,X,X,X","High"
"176",1,"Tube",5,3.424941489,3.286051418,5,"X,X,X,X","High"
"177",1,"Tube",5,3.703900709,3.088652482,5,"X,X,X,X","High"
"178",1,"Tube",5,5.382978723,3.213948582,6,"X,X,X,X","High"
"179",1,"Tube",5,5.39893617,1.539007092,8,"X,X,X,X","High"
"180",1,"Tube",5,5.627659574,1.65248227,8,"X,X,X,X","High"
"181",1,"Tube",5,5.924941489,3.342789007,6,"X,X,X,X","High"
"182",1,"Tube",5,6.131796099,3.190306738,6,"X,X,X,X","High"
"183",1,"Tube",5,6.22281383,3.315602837,6,"X,X,X,X","High"
"184",1,"Tube",5,6.359929078,3.122930851,6,"X,X,X,X","High"
"185",1,"Tube",5,6.399526596,2.427304965,7,"X,X,X,X","High"
"186",1,"Tube",5,6.557920213,2.970448582,6,"X,X,X,X","High"
"187",1,"Tube",5,6.608746454,3.053191489,6,"X,X,X,X","High"
"188",1,"Tube",5,6.678487589,2.658391844,7,"X,X,X,X","High"
"189",1,"Tube",5,6.682033688,3.197398936,6,"X,X,X,X","High"
"190",1,"Tube",5,2.170212766,1.570921986,2,"X,X,Y,B","High"
"191",1,"Tube",5,3.276595745,1.789007092,2,"X,X,Y,X","High"
"192",1,"Tube",5,6.382978723,2.494680851,7,"X,X,Y,X","High"
"193",1,"Tube",5,2.947398936,3.287824468,4,"X,Y,X,X","High"
"194",1,"Tube",5,6.695035461,2.988179078,6,"X,Y,X,X","High"
"195",1,"Tube",5,3.422576241,3.169030142,5,"Y,B,Lb,Lb","High"
"196",1,"Tube",5,6.52245922,2.542553191,7,"Y,Db,Lb,W","High"
"197",1,"Tube",5,4.22931383,3.088652482,5,"Y,Db,P,O","High"
"198",1,"Tube",5,5.404255319,1.757092199,8,"Y,Db,X,X","High"
"199",1,"Tube",5,6.475177305,3.17966844,6,"Y,G,P,Lb","High"
"200",1,"Tube",5,2.435579787,3.142434397,4,"Y,G,X,X","High"
"201",1,"Tube",5,5.923758865,3.283687943,6,"Y,Lb,G,W","High"
"202",1,"Tube",5,1.90070922,2.199764184,3,"Y,O,G,G","High"
"203",1,"Tube",5,5.540780142,1.602836879,8,"Y,O,Lb,Y","High"
"204",1,"Tube",5,5.387707447,3.329787234,6,"Y,O,P,P","High"
"205",1,"Tube",5,2.016547872,3.20035461,4,"Y,O,X,X","High"
"206",1,"Tube",5,2.459219858,1.489361702,2,"Y,P,Db,Y","High"
"207",1,"Tube",5,4.539007092,3.29787234,5,"Y,P,P,B","High"
"208",1,"Tube",5,6.464539007,3.333333333,6,"Y,P,W,O","High"
"209",1,"Tube",5,6.381796099,2.212175532,7,"Y,W,Db,Lb","High"
"210",1,"Tube",5,3.226359929,3.125296099,5,"Y,W,G,O","High"
"211",1,"Tube",5,3.406028369,1.437943262,2,"Y,W,Lb,Db","High"
"212",1,"Tube",5,1.762411348,3.128842199,4,"Y,W,X,X","High"
"213",1,"Tube",5,1.828014184,1.524822695,3,"Y,W,X,X","High"
"214",1,"Tube",5,3.735815603,3.325058511,5,"Y,X,G,X","High"
"215",1,"Tube",5,5.812056738,1.572695035,8,"Y,X,W,X","High"
"216",1,"Tube",5,1.730496454,2.172576241,3,"Y,X,X,X","High"
"217",1,"Tube",5,1.746453901,1.973404255,3,"Y,X,X,X","High"
"218",1,"Tube",5,1.984632979,2.197398936,3,"Y,X,X,X","High"
"219",1,"Tube",5,2.296099291,1.590425532,2,"Y,X,X,X","High"
"220",1,"Tube",5,2.842198582,1.771276596,2,"Y,X,X,X","High"
"221",1,"Tube",5,3.131205674,1.739361702,2,"Y,X,X,X","High"
"222",1,"Tube",5,5.440898936,3.096927305,6,"Y,X,X,X","High"
"223",1,"Tube",5,1.973994681,2.35106383,3,"Y,Y,Lb,O","High"
"224",1,"Tube",5,4.920803191,3.12175,6,"Y,Y,O,Lb","High"
"225",1,"Tube",6,1.672077922,2.909453463,4,"G,Db,Y,Y","High"
"226",1,"Tube",6,4.787159091,3.059161255,6,"G,G,G,P","High"
"227",1,"Tube",6,5.191201299,1.715367965,8,"G,Lb,W,Y","High"
"228",1,"Tube",6,4.262267316,3.151152597,5,"G,O,X,X","High"
"229",1,"Tube",6,2.141055195,3.055557359,4,"G,P,G,G","High"
"230",1,"Tube",6,5.088387446,3.152959957,6,"G,P,Y,Lb","High"
"231",1,"Tube",6,3.026699134,3.228717532,4,"G,W,W,P","High"
"232",1,"Tube",6,1.688311688,2.128425325,3,"G,Y,G,O","High"
"233",1,"Tube",6,2.159090909,1.504329004,2,"G,Y,X,X","High"
"234",1,"Tube",6,3.150254329,1.707251082,2,"Lb,X,X,X","High"
"235",1,"Tube",6,3.39646645,1.682900433,2,"W,B,O,G","High"
"236",1,"Tube",6,2.532467532,3.046536797,4,"W,B,P,Y","High"
"237",1,"Tube",6,1.711764069,2.678571429,3,"W,B,W,B","High"
"238",1,"Tube",6,6.280665584,2.676769481,7,"W,Lb,B,Db","High"
"239",1,"Tube",6,3.19625,1.628787879,2,"W,Db,X,X","High"
"240",1,"Tube",6,6.197694805,3.306277056,6,"W,G,G,W","High"
"241",1,"Tube",6,1.904761905,2.483766234,3,"W,G,O,O","High"
"242",1,"Tube",6,6.394301948,2.467532468,7,"W,Lb,Db,B","High"
"243",1,"Tube",6,6.489902597,3.145741342,6,"W,O,X,X","High"
"244",1,"Tube",6,2.963566017,1.661255411,2,"W,P,O,Y","High"
"245",1,"Tube",6,3.208874459,3.017678571,5,"W,W,Db,Db","High"
"246",1,"Tube",6,3.636363636,3.268398268,5,"W,W,O,Lb","High"
"247",1,"Tube",6,3.124101732,1.408728355,2,"W,X,X,W","High"
"248",1,"Tube",6,2.308804113,1.749188312,2,"W,X,X,X","High"
"249",1,"Tube",6,6.599929654,2.328641775,7,"W,X,X,X","High"
"250",1,"Tube",6,2.584778139,1.696428571,2,"W,Y,Lb,P","High"
"251",1,"Tube",6,3.425324675,1.783912338,2,"W,Y,O,Db","High"
"252",1,"Tube",6,2.404404762,3.272007576,4,"X,X,X,X","High"
"253",1,"Tube",6,3.376623377,3.069983766,5,"W,Y,Y,W","High"
"254",1,"Tube",6,6.630595238,2.824675325,7,"X,Db,P,X","High"
"255",1,"Tube",6,1.78030303,2.312408009,3,"X,Db,X,X","High"
"256",1,"Tube",6,2.387267316,1.684253247,2,"X,Lb,X,X","High"
"257",1,"Tube",6,5.784632035,3.259377706,6,"X,Lb,X,X","High"
"258",1,"Tube",6,6.291488095,2.564935065,7,"X,Lb,X,X","High"
"259",1,"Tube",6,6.45202381,3.023089827,6,"X,Lb,X,X","High"
"260",1,"Tube",6,1.870492424,2.878787879,4,"X,O,X,X","High"
"261",1,"Tube",6,5.58982684,1.83982684,8,"X,P,X,X","High"
"262",1,"Tube",6,1.659453463,2.453100649,3,"X,X,B,Lb","High"
"263",1,"Tube",6,5.952380952,3.075395022,6,"X,X,B,O","High"
"264",1,"Tube",6,1.681098485,1.901152597,3,"X,X,Db,X","High"
"265",1,"Tube",6,2.602813853,3.268398268,4,"X,X,Lb,B","High"
"266",1,"Tube",6,3.519123377,3.304475108,5,"X,X,Lb,X","High"
"267",1,"Tube",6,4.493149351,3.281022727,5,"X,X,Lb,X","High"
"268",1,"Tube",6,1.827202381,2.456709957,3,"X,X,P,W","High"
"269",1,"Tube",6,5.524891775,3.16017316,6,"X,X,W,G","High"
"270",1,"Tube",6,2.86616342,1.764069264,2,"X,X,W,X","High"
"271",1,"Tube",6,2.187954545,1.417748918,2,"X,X,W,Y","High"
"272",1,"Tube",6,1.695530303,1.524172078,3,"X,X,X,W","High"
"273",1,"Tube",6,3.96284632,3.055557359,5,"X,X,X,W","High"
"274",1,"Tube",6,1.673885281,1.755048701,3,"X,X,X,X","High"
"275",1,"Tube",6,1.731601732,1.819983766,3,"X,X,X,X","High"
"276",1,"Tube",6,1.801948052,1.471861472,3,"X,X,X,X","High"
"277",1,"Tube",6,1.818181818,1.626985931,3,"X,X,X,X","High"
"278",1,"Tube",6,1.834415584,1.574675325,3,"X,X,X,X","High"
"279",1,"Tube",6,1.881314935,2.970779221,4,"X,X,X,X","High"
"280",1,"Tube",6,1.930016234,1.563852814,3,"X,X,X,X","High"
"281",1,"Tube",6,1.94625,1.836217532,3,"X,X,X,X","High"
"282",1,"Tube",6,2.133841991,1.525974026,2,"X,X,X,X","High"
"283",1,"Tube",6,2.18254329,1.684702381,2,"X,X,X,X","High"
"284",1,"Tube",6,2.2420671,1.596320346,2,"X,X,X,X","High"
"285",1,"Tube",6,2.270925325,1.617965368,2,"X,X,X,X","High"
"286",1,"Tube",6,2.31150974,1.477272727,2,"X,X,X,X","High"
"287",1,"Tube",6,2.431910173,1.753246753,2,"X,X,X,X","High"
"288",1,"Tube",6,2.456260823,1.605790043,2,"X,X,X,X","High"
"289",1,"Tube",6,2.853538961,3.302667749,4,"X,X,X,X","High"
"290",1,"Tube",6,2.920275974,1.525974026,2,"X,X,X,X","High"
"291",1,"Tube",6,3.223306277,1.718977273,2,"X,X,X,X","High"
"292",1,"Tube",6,3.26659632,1.447510823,2,"X,X,X,X","High"
"293",1,"Tube",6,3.293652597,3.232321429,5,"X,X,X,X","High"
"294",1,"Tube",6,4.534632035,3.243143939,5,"X,X,X,X","High"
"295",1,"Tube",6,4.556277056,3.140330087,5,"X,X,X,X","High"
"296",1,"Tube",6,5.656569264,1.782104978,8,"X,X,X,X","High"
"297",1,"Tube",6,6.248198052,3.098847403,6,"X,X,X,X","High"
"298",1,"Tube",6,6.52237013,1.560243506,7,"X,X,X,X","High"
"299",1,"Tube",6,2.450849567,1.438041126,2,"X,X,Y,G","High"
"300",1,"Tube",6,1.987738095,1.753246753,3,"X,Y,Db,X","High"
"301",1,"Tube",6,1.868690476,2.732683983,3,"X,Y,X,X","High"
"302",1,"Tube",6,6.461038961,2.891412338,6,"X,Y,X,X","High"
"303",1,"Tube",6,6.323955628,1.482683983,7,"X,Y,Y,X","High"
"304",1,"Tube",6,1.985930736,1.524172078,3,"Y,Db,O,P","High"
"305",1,"Tube",6,2.846320346,3.039323593,4,"Y,Db,P,O","High"
"306",1,"Tube",6,6.30952381,3.243143939,6,"Y,G,P,Lb","High"
"307",1,"Tube",6,1.899350649,3.127705628,4,"Y,G,W,Y","High"
"308",1,"Tube",6,3.964648268,3.21969697,5,"Y,Lb,G,W","High"
"309",1,"Tube",6,1.899350649,2.274529221,3,"Y,Lb,Y,Y","High"
"310",1,"Tube",6,4.897186147,3.194442641,6,"Y,O,Db,W","High"
"311",1,"Tube",6,1.960681818,2.031022727,3,"Y,O,G,G","High"
"312",1,"Tube",6,6.273452381,2.341271645,7,"Y,O,Lb,Y","High"
"313",1,"Tube",6,5.084778139,3.300865801,6,"Y,O,P,P","High"
"314",1,"Tube",6,1.691920996,3.169193723,4,"X,X,X,X","High"
"315",1,"Tube",6,3.318906926,1.45021645,2,"Y,P,Db,Y","High"
"316",1,"Tube",6,6.00288961,3.048338745,6,"Y,P,G,Lb","High"
"317",1,"Tube",6,6.125541126,3.216087662,6,"Y,P,P,B","High"
"318",1,"Tube",6,6.589107143,2.658728355,7,"Y,P,W,O","High"
"319",1,"Tube",6,5.928933983,1.829004329,8,"Y,W,Db,Lb","High"
"320",1,"Tube",6,2.691201299,3.107862554,4,"Y,W,G,O","High"
"321",1,"Tube",6,1.953463203,1.4033171,3,"Y,W,Lb,Db","High"
"322",1,"Tube",6,2.436872294,3.134918831,4,"Y,W,X,X","High"
"323",1,"Tube",6,6.608950216,3.093436147,6,"Y,X,Db,X","High"
"324",1,"Tube",6,6.231964286,3.079004329,6,"Y,X,W,X","High"
"325",1,"Tube",6,2.379150433,1.612554113,2,"Y,X,X,X","High"
"326",1,"Tube",6,3.19625,1.518760823,2,"Y,X,X,X","High"
"327",1,"Tube",6,6.343798701,2.931098485,6,"Y,X,X,X","High"
"328",1,"Tube",6,3.106964286,1.574675325,2,"Y,Y,Lb,O","High"
"329",1,"Tube",6,5.303030303,3.230519481,6,"Y,Y,O,Lb","High"
"330",1,"Tube",7,6.561822126,2.697939262,7,"Db,Y,Y,Db","High"
"331",1,"Tube",7,3.07483731,3.204989154,4,"G,G,G,P","High"
"332",1,"Tube",7,1.895336226,2.394251627,3,"G,G,X,X","High"
"333",1,"Tube",7,3.286334056,3.215835141,5,"G,Lb,W,Y","High"
"334",1,"Tube",7,3.015184382,1.596165944,2,"G,P,Y,Lb","High"
"335",1,"Tube",7,4.19197397,3.085683297,5,"G,W,Lb,Lb","High"
"336",1,"Tube",7,2.413232104,3.142624729,4,"G,W,W,P","High"
"337",1,"Tube",7,5.742950108,3.080260304,6,"G,W,Y,O","High"
"338",1,"Tube",7,2.95733731,1.444322126,2,"W,Db,G,G","High"
"339",1,"Tube",7,1.784164859,1.46691974,3,"W,Db,X,X","High"
"340",1,"Tube",7,1.94143167,2.361713666,3,"W,Db,X,X","High"
"341",1,"Tube",7,2.952819957,3.280911063,4,"W,G,O,O","High"
"342",1,"Tube",7,6.610629067,1.922451193,7,"W,Lb,Db,B","High"
"343",1,"Tube",7,2.913953362,1.672087852,2,"W,O,O,W","High"
"344",1,"Tube",7,3.541214751,3.29175705,5,"W,O,X,X","High"
"345",1,"Tube",7,3.893709328,3.034164859,5,"W,P,O,Y","High"
"346",1,"Tube",7,1.957700651,1.437093275,3,"W,P,X,X","High"
"347",1,"Tube",7,1.927874187,1.914316703,3,"W,W,X,X","High"
"348",1,"Tube",7,5.254880694,1.458785249,8,"W,X,O,X","High"
"349",1,"Tube",7,1.69197397,1.60791757,3,"W,X,X,X","High"
"350",1,"Tube",7,1.82483731,2.760303688,3,"W,X,X,X","High"
"351",1,"Tube",7,1.927874187,1.531995662,3,"W,X,X,X","High"
"352",1,"Tube",7,1.93329718,1.748915401,3,"W,Y,G,B","High"
"353",1,"Tube",7,1.892624729,2.565075922,3,"W,Y,Lb,P","High"
"354",1,"Tube",7,2.087852495,1.643167028,3,"W,Y,O,Db","High"
"355",1,"Tube",7,2.562364425,3.229392625,4,"W,Y,X,X","High"
"356",1,"Tube",7,4.853579176,3.036876356,6,"W,Y,Y,W","High"
"357",1,"Tube",7,2.711496746,1.426247289,2,"X,Db,X,X","High"
